id,name,type,frameType,description,level,atk,def,race,attribute,archetype
97127906,Alien Shocktrooper,Normal Monster,normal,The Aliens have used a mysterious biological substance to create a supreme race of soldiers. They do not have the natural powers of the other Aliens  but can make stunning physical attacks.,4.0,1900.0,800.0,Reptile,EARTH,Alien
98719226,Alien Warrior,Effect Monster,effect,"When this card is destroyed by battle and sent to the Graveyard  place 2 A-Counters on the monster that destroyed it. (If a monster with an A-Counter battles an ""Alien"" monster  it loses 300 ATK and DEF for each A-Counter during damage calculation only.)",4.0,1800.0,1000.0,Reptile,EARTH,Alien
70924884,Alinsection,Normal Monster,normal,A stag beetle with a saw-like head and arms.,3.0,950.0,700.0,Insect,EARTH,
64428736,Alligator's Sword,Normal Monster,normal,ey  dis mighty lissard man can swing his sword so fast  dat it's more dan da speed a sound!,4.0,1500.0,1200.0,Beast,EARTH,Alligator
77797992,"Alpacaribou, Mystical Beast of the Forest",Effect Monster,effect,● While in Attack Position: Attack Position Winged Beast  Insect  and Plant-Type monsters you control cannot be destroyed by battle. ● While in Defense Position: Defense Position Winged Beast  Insect  and Plant-Type monsters you control cannot be targeted by  or be destroyed by  card effects.,7.0,2700.0,2100.0,Beast,EARTH,Mystical Beast of the Forest
42023223,Alpha The Electromagnet Warrior,Effect Monster,effect,"If this card is Normal or Special Summoned: You can add 1 Level 8 ""Magna Warrior"" monster from your Deck to your hand. You can only use this effect of ""Alpha The Electromagnet Warrior"" once per turn. During your opponent's turn: You can Tribute this card; Special Summon 1 Level 4 ""Magnet Warrior"" monster from your Deck (this is a Quick Effect).",3.0,1700.0,1100.0,Rock,EARTH,Magnet Warrior
99785935,Alpha The Magnet Warrior,Normal Monster,normal,''Alpha  Beta  and Gamma meld as one to form a powerful monster.'',4.0,1400.0,1700.0,Rock,EARTH,Magnet Warrior
73304257,"Alpha, the Master of Beasts",Effect Monster,effect,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) while the total ATK of all monsters your opponent controls is more than that of all monsters you control. You can target any number of Beast  Beast-Warrior  and/or Winged Beast monsters you control; return them to the hand  then  return face-up monsters your opponent controls to the hand  equal to the number of cards you returned to the hand  also for the rest of this turn  ""Alpha  the Master of Beasts"" you control cannot attack directly. You can only use this effect of ""Alpha  the Master of Beasts"" once per turn.",8.0,3000.0,2500.0,Beast,EARTH,
52927340,Altergeist Kunquery,Effect Monster,effect,"When an opponent's monster declares an attack  if you control an ""Altergeist"" card: You can Special Summon this card from your hand  and if you do  negate that attack. If this card is Special Summoned: You can target 1 face-up card your opponent controls; negate the effects of that card while it and this monster are face-up on the field.",5.0,0.0,2400.0,Spellcaster,EARTH,Altergeist
32181268,Amano-Iwato,Spirit Monster,effect,Cannot be Special Summoned. Monsters cannot activate their effects  except Spirit monsters. Once per turn  during the End Phase  if this card was Normal Summoned or flipped face-up this turn: Return this card to the hand.,4.0,1900.0,1200.0,Rock,EARTH,
18988391,Amarylease,Effect Monster,effect,"During your Main Phase: You can banish this card from your Graveyard; you can Normal Summon 1 monster this turn for 1 less Tribute. You can only use the effect of ""Amarylease"" once per turn.",1.0,100.0,200.0,Plant,EARTH,
30829071,Amazement Ambassador Bufo,Effect Monster,effect,"When this card is Normal Summoned: You can target 1 ""Attraction"" Trap in your GY and 1 face-up monster your opponent controls; equip that Trap to your opponent's monster. (Quick Effect): You can target 1 of your ""Attraction"" Traps equipped to a monster; equip it to 1 ""Amazement"" monster you control or 1 face-up monster your opponent controls. You can only use this effect of ""Amazement Ambassador Bufo"" once per turn.",3.0,1600.0,900.0,Beast,EARTH,Amazement
91869203,Amazoness Archer,Effect Monster,effect,You can Tribute 2 monsters; inflict 1200 damage to your opponent.,4.0,1400.0,1000.0,Warrior,EARTH,Amazoness
23965033,Amazoness Augusta,Fusion Monster,fusion,"1 ""Amazoness"" Fusion Monster + 1 ""Amazoness"" monster  Your opponent cannot target other ""Amazoness"" cards you control with card effects  also those cards cannot be destroyed by your opponent's card effects. If this card was Fusion Summoned using ""Amazoness Empress"" or ""Amazoness Queen"" as material  it can make a second attack during each Battle Phase. If this card is Fusion Summoned: You can Special Summon 1 ""Amazoness"" monster from your Deck. You can only use this effect of ""Amazoness Augusta"" once per turn.",10.0,3200.0,2800.0,Warrior,EARTH,Amazoness
10928224,Amazoness Baby Tiger,Effect Monster,effect,"This card's name becomes ""Amazoness Tiger"" while on the field or in the GY. If an ""Amazoness"" monster is Normal or Special Summoned to your field while this card is in your hand or GY: You can Special Summon this card. You can only use this effect of ""Amazoness Baby Tiger"" once per turn. Gains 100 ATK for each ""Amazoness"" card in your GY.",2.0,500.0,500.0,Beast,EARTH,Amazoness
73574678,Amazoness Blowpiper,Effect Monster,effect,Select 1 face-up monster your opponent controls during each of your Standby Phases. It loses 500 ATK until the end of this turn.,3.0,800.0,1500.0,Warrior,EARTH,Amazoness
29654737,Amazoness Chain Master,Effect Monster,effect,When this card is destroyed by battle and sent to the GY: You can pay 1500 LP; look at your opponent's hand  then add 1 monster from their hand to your hand.,4.0,1500.0,1300.0,Warrior,EARTH,Amazoness
4591250,Amazoness Empress,Fusion Monster,fusion,"""Amazoness Queen"" + 1 ""Amazoness"" monster  Other ""Amazoness"" cards you control cannot be destroyed by battle or card effects. If your ""Amazoness"" monster attacks a Defense Position monster  inflict piercing battle damage to your opponent. If this face-up Fusion Summoned card is destroyed by battle  or leaves the field because of an opponent's card effect while its owner controls it: You can Special Summon 1 ""Amazoness Queen"" from your hand  Deck  or GY.",8.0,2800.0,2400.0,Warrior,EARTH,Amazoness
55821894,Amazoness Fighter,Effect Monster,effect,You take no battle damage from attacks involving this card.,4.0,1500.0,1300.0,Warrior,EARTH,Amazoness
97692972,Amazoness Golden Whip Master,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  ""Amazoness"" monsters you control gain ATK equal to their own Level x 100. When an attack is declared involving your ""Amazoness"" monster: You can target 1 Spell/Trap on the field; destroy it. You can only use this effect of ""Amazoness Golden Whip Master"" once per turn. [ Monster Effect ]  If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone. If an ""Amazoness"" monster(s) is Special Summoned to your field  while this card is in your GY (except during the Damage Step): You can place this card in your Pendulum Zone. You can only use each effect of ""Amazoness Golden Whip Master"" once per turn.",5.0,2000.0,1200.0,Warrior,EARTH,Amazoness
47480070,Amazoness Paladin,Effect Monster,effect,"This card gains 100 ATK for each ""Amazoness"" monster you control.",4.0,1700.0,300.0,Warrior,EARTH,Amazoness
68507541,Amazoness Pet Liger,Fusion Monster,fusion,"""Amazoness Tiger"" + 1 ""Amazoness"" monster  Once per battle  if this card attacks  during damage calculation: You can make this card gain 500 ATK during that damage calculation only. If your ""Amazoness"" monster attacked an opponent's monster  after damage calculation: You can target 1 face-up monster your opponent controls; it loses 800 ATK. Monsters your opponent controls cannot attack ""Amazoness"" monsters you control  except this one.",7.0,2500.0,2400.0,Beast,EARTH,Amazoness
59353647,Amazoness Pet Liger King,Fusion Monster,fusion,"1 Level 5 or higher ""Amazoness"" monster + 1 ""Amazoness"" monster  Your opponent's monsters cannot attack any monsters  except this one. You can target 1 ""Amazoness"" card you control and 1 ""Amazoness"" Warrior monster in your GY; destroy that card on the field  and if you do  Special Summon that other monster from the GY. This card cannot attack the turn this effect is activated. You can only use this effect of ""Amazoness Pet Liger King"" once per turn.",9.0,2900.0,2800.0,Beast,EARTH,Amazoness
84539520,Amazoness Princess,Effect Monster,effect,"This card's name becomes ""Amazoness Queen"" while on the field or in the GY. If this card is Normal or Special Summoned: You can add 1 ""Amazoness"" Spell/Trap from your Deck to your hand. You can only use this effect of ""Amazoness Princess"" once per turn. When this card declares an attack: You can send 1 other card from your hand or field to the GY; Special Summon 1 ""Amazoness"" monster from your Deck in Defense Position  except ""Amazoness Princess"".",3.0,1200.0,900.0,Warrior,EARTH,Amazoness
15951532,Amazoness Queen,Effect Monster,effect,"""Amazoness"" monsters you control cannot be destroyed by battle.",6.0,2400.0,1800.0,Warrior,EARTH,Amazoness
53162898,Amazoness Sage,Effect Monster,effect,At the end of the Damage Step  if this card attacked and is still on the field: Target 1 Spell/Trap your opponent controls; destroy that target.,4.0,1400.0,700.0,Warrior,EARTH,Amazoness
71209500,Amazoness Scouts,Effect Monster,effect,"During either player's turn: You can Tribute this card; this turn  face-up ""Amazoness"" monsters you currently control cannot be targeted by monster effects  and cannot be destroyed by card effects.",2.0,500.0,1100.0,Warrior,EARTH,Amazoness
24087580,Amazoness Silver Sword Master,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  ""Amazoness"" monsters you control gain ATK equal to their own Level x 100. When an attack is declared involving your ""Amazoness"" monster: You can target 1 ""Amazoness"" Spell/Trap in your GY; add it to your hand. You can only use this effect of ""Amazoness Silver Sword Master"" once per turn. [ Monster Effect ]  If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone. If an ""Amazoness"" monster(s) is Special Summoned to your field  while this card is in your GY (except during the Damage Step): You can place this card in your Pendulum Zone. You can only use each effect of ""Amazoness Silver Sword Master"" once per turn.",3.0,1200.0,2000.0,Warrior,EARTH,Amazoness
97870394,Amazoness Spiritualist,Effect Monster,effect,"If this card is in your hand or GY: You can target 1 ""Amazoness"" card you control  except ""Amazoness Spiritualist""; return it to the hand  and if you do  Special Summon this card  also you cannot Special Summon monsters from the Extra Deck for the rest of this turn  except ""Amazoness"" monsters. If this card is Special Summoned: You can add 1 ""Polymerization"" from your Deck to your hand. You can only use each effect of ""Amazoness Spiritualist"" once per turn.",2.0,800.0,1800.0,Warrior,EARTH,Amazoness
31102447,Amazoness Spy,Effect Monster,effect,"You can reveal 1 other ""Amazoness"" monster in your hand; Special Summon this card from your hand. You can only use this effect of ""Amazoness Spy"" once per turn. When this card is destroyed by battle and sent to the GY: You can target 1 ""Amazoness"" monster in your GY  except ""Amazoness Spy""; return it to the hand  or shuffle it into the Deck.",3.0,800.0,1200.0,Warrior,EARTH,Amazoness
94004268,Amazoness Swords Woman,Effect Monster,effect,Your opponent takes any battle damage you would have taken from battles involving this card instead.,4.0,1500.0,1600.0,Warrior,EARTH,Amazoness
10979723,Amazoness Tiger,Effect Monster,effect,"You can only control 1 ""Amazoness Tiger"". This card gains 400 ATK for each ""Amazoness"" monster you control. Your opponent cannot attack any face-up ""Amazoness"" monsters  except this one.",4.0,1100.0,1500.0,Beast,EARTH,Amazoness
89567993,Amazoness Trainee,Effect Monster,effect,Monsters destroyed by battle with this card are returned to the bottom of the Deck instead of going to the GY. If this card destroys an opponent's monster by battle: It gains 200 ATK.,4.0,1500.0,1300.0,Warrior,EARTH,Amazoness
50486289,Amazoness War Chief,Effect Monster,effect,"If you control no monsters  or only ""Amazoness"" monsters: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can Set 1 ""Amazoness"" Spell/Trap or 1 ""Polymerization"" directly from your Deck  also you can only attack with ""Amazoness"" monsters for the rest of this turn. You can only use each effect of ""Amazoness War Chief"" once per turn.",5.0,1900.0,0.0,Warrior,EARTH,Amazoness
36378213,Ambulanceroid,Effect Monster,effect,"When a ""roid"" monster is added from your Graveyard to your hand  you can Special Summon that monster.",3.0,300.0,1200.0,Machine,EARTH,Roid
40213117,Amores of Prophecy,Effect Monster,effect,"Once per turn: You can reveal 1 ""Spellbook"" Spell Card in your hand; Special Summon 1 Level 4 or lower Spellcaster-Type monster from your hand.",3.0,600.0,2000.0,Spellcaster,EARTH,Spellbook
98287529,"Amorphactor Pain, the Imagination Dracoverlord",Ritual Effect Monster,ritual,"You can Ritual Summon this card with ""Amorphous Persona"". If this card is Ritual Summoned: Your opponent skips their next Main Phase 1. Negate the effects of face-up Fusion  Synchro  and Xyz Monsters while they are on the field. If this card is sent from the field to the Graveyard: You can add 1 ""Dracoverlord"" monster from your Deck to your hand  except ""Amorphactor Pain  the Imagination Dracoverlord"".",8.0,2950.0,2500.0,Dragon,EARTH,Dracoverlord
33300669,Amorphage Envy,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  neither player can activate cards or effects as Chain Link 2 or higher. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  If this card is Pendulum Summoned or flipped face-up  neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field  except ""Amorphage"" monsters.",4.0,0.0,2050.0,Dragon,EARTH,Amorphage
34522216,Amorphage Gluttony,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  monsters cannot activate their effects  except ""Amorphage"" monsters. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  If this card is Pendulum Summoned or flipped face-up  neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field  except ""Amorphage"" monsters.",2.0,0.0,1850.0,Dragon,EARTH,Amorphage
69072185,Amorphage Goliath,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  any card sent to the GY is banished instead  except ""Amorphage"" cards. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  Neither player can Special Summon monsters from the Extra Deck  except ""Amorphage"" monsters.",8.0,2750.0,0.0,Dragon,EARTH,Amorphage
7305060,Amorphage Greed,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  neither player can activate Trap Cards or their effects  except for ""Amorphage"" cards. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  If this card is Pendulum Summoned or flipped face-up  neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field  except ""Amorphage"" monsters.",4.0,0.0,1950.0,Dragon,EARTH,Amorphage
70917315,Amorphage Lechery,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  neither player can activate Spell Cards or their effects  except for ""Amorphage"" cards. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  If this card is Pendulum Summoned or flipped face-up  neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field  except ""Amorphage"" monsters.",2.0,1350.0,0.0,Dragon,EARTH,Amorphage
6283472,Amorphage Pride,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  neither player takes any effect damage. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  If this card is Pendulum Summoned or flipped face-up  neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field  except ""Amorphage"" monsters.",4.0,1750.0,0.0,Dragon,EARTH,Amorphage
32687071,Amorphage Sloth,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  neither player can add cards from their Deck to their hand except by drawing them. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  Neither player can Special Summon monsters from the Extra Deck  except ""Amorphage"" monsters.",6.0,2250.0,0.0,Dragon,EARTH,Amorphage
79794767,Amorphage Wrath,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  While you control an ""Amorphage"" monster  neither player can Tribute monsters  except ""Amorphage"" monsters. Once per turn  during your Standby Phase  Tribute 1 monster or destroy this card. [ Monster Effect ]  If this card is Pendulum Summoned or flipped face-up  neither player can Special Summon monsters from the Extra Deck while this card is face-up on the field  except ""Amorphage"" monsters.",4.0,1650.0,0.0,Dragon,EARTH,Amorphage
58324930,Anarchist Monk Ranshin,Effect Monster,effect,When this card you control is sent to your Graveyard by your opponent's card (either by battle  by card effect  or by being destroyed): Target 1 monster in your opponent's Graveyard; banish that target.,4.0,1800.0,100.0,Spellcaster,EARTH,
31557782,Ancient Gear,Effect Monster,effect,"If you control an ""Ancient Gear""  you can Special Summon this card (from your hand) in face-up Attack Position.",2.0,100.0,800.0,Machine,EARTH,
10547580,Ancient Gear Ballista,Link Monster,link,"2 EARTH Machine monsters  If this card is Link Summoned: You can add 1 ""Ancient Gear"" monster or 1 ""Geartown"" from your Deck to your hand. You can target 1 Spell/Trap you control and 1 face-up monster your opponent controls; destroy that card you control  and if you do  change that opponent's monster's ATK/DEF to 0 until the end of the turn. You can only use each effect of ""Ancient Gear Ballista"" once per turn.",,1500.0,,Machine,EARTH,Ancient Gear
10509340,Ancient Gear Beast,Effect Monster,effect,Cannot be Special Summoned. If this card attacks  your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. Negate the effects of an opponent's monster destroyed by battle with this card (including in the Graveyard).,6.0,2000.0,2000.0,Machine,EARTH,Ancient Gear
60953949,Ancient Gear Box,Effect Monster,effect,"If this card is added from the Deck or Graveyard to your hand  except by drawing it: You can add 1 EARTH Machine-Type monster with 500 ATK and/or DEF from your Deck to your hand  except ""Ancient Gear Box"". You can only use this effect of ""Ancient Gear Box"" once per turn.",4.0,500.0,2000.0,Machine,EARTH,Ancient Gear
80045583,Ancient Gear Cannon,Effect Monster,effect,You can Tribute this card; inflict 500 damage to your opponent  and if you do  neither player can activate Trap Cards during the Battle Phase of this turn.,2.0,500.0,500.0,Machine,EARTH,Ancient Gear
1953925,Ancient Gear Engineer,Effect Monster,effect,Negate any Trap effects that target this card  and if you do  destroy that Trap Card. If this card attacks  your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. At the end of the Damage Step  if this card attacked: Target 1 Spell/Trap Card your opponent controls; destroy that target.,5.0,1500.0,1500.0,Machine,EARTH,Ancient Gear
1278431,Ancient Gear Frame,Effect Monster,effect,"You can discard 1 card; add 1 ""Ancient Gear Golem""  or 1 Spell/Trap that specifically lists the card ""Ancient Gear Golem"" in its text  from your Deck to your hand. You can only use this effect of ""Ancient Gear Frame"" once per turn. If this card attacks  your opponent cannot activate Spell/Trap Cards until the end of the Damage Step. If this face-up card in its owner's control leaves the field because of an opponent's card effect: You can Special Summon up to 3 ""Ancient Gear Golem"" and/or ""Ancient Gear Golem - Ultimate Pound"" from your hand  ignoring their Summoning conditions.",4.0,1600.0,500.0,Machine,EARTH,Ancient Gear
18486927,Ancient Gear Gadget,Effect Monster,effect,"If this card is Normal or Special Summoned: You can declare 1 card type (Monster  Spell  or Trap); this turn  if a monster you control attacks  your opponent's Spell Cards  Trap Cards  or monster effects (whichever was declared) cannot be activated until the end of the Damage Step. Once per turn: You can declare 1 ""Gadget"" monster's card name; until the End Phase  this card's name becomes that name.",4.0,500.0,2000.0,Machine,EARTH,Ancient Gear
86321248,Ancient Gear Gadjiltron Chimera,Effect Monster,effect,This card gains the appropriate effects if you Normal Summon it by Tributing these monsters. ● Green Gadget: This card gains 300 ATK. ● Red Gadget: If this card inflicts battle damage to your opponent by a direct attack: Inflict 500 damage to your opponent. ● Yellow Gadget: If this card destroys an opponent's monster by battle: Inflict 700 damage to your opponent.,6.0,2300.0,1300.0,Machine,EARTH,Ancient Gear
50933533,Ancient Gear Gadjiltron Dragon,Effect Monster,effect,If this card attacks  your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. This card gains the appropriate effects if you Normal Summon it by Tributing these monsters. ● Green Gadget: If this card attacks a Defense Position monster  inflict piercing battle damage to your opponent.  ● Red Gadget: If this card inflicts battle damage to your opponent: Inflict 400 damage to your opponent.  ● Yellow Gadget: If this card destroys an opponent's monster by battle: Inflict 600 damage to your opponent.,8.0,3000.0,2000.0,Machine,EARTH,Ancient Gear
83104731,Ancient Gear Golem,Effect Monster,effect,Cannot be Special Summoned. If this card attacks  your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. If this card attacks a Defense Position monster  inflict piercing battle damage.,8.0,3000.0,3000.0,Machine,EARTH,Ancient Gear
95735217,Ancient Gear Golem - Ultimate Pound,Effect Monster,effect,"Cannot be Special Summoned. If this card attacks a Defense Position monster  inflict piercing battle damage. Up to twice per turn  when this attacking card destroys a monster by battle: You can discard 1 Machine monster; this card can attack again in a row. If this card on the field is destroyed by battle or card effect: You can add 1 ""Polymerization"" from your Deck to your hand  and if you do  add 1 other ""Ancient Gear"" monster from your GY to your hand.",8.0,3000.0,3000.0,Machine,EARTH,Ancient Gear
87182127,Ancient Gear Howitzer,Fusion Monster,fusion,"2 ""Ancient Gear"" monsters  Unaffected by other cards' effects. During your Main Phase: You can inflict 1000 damage to your opponent. You can only use this effect of ""Ancient Gear Howitzer"" once per turn. If this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 ""Ancient Gear"" monster from your Deck  ignoring its Summoning conditions.",8.0,1000.0,1800.0,Machine,EARTH,Ancient Gear
42878636,Ancient Gear Hunting Hound,Effect Monster,effect,"If this card is Normal Summoned: Inflict 600 damage to your opponent. If this card attacks  your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. Once per turn: You can Fusion Summon 1 ""Ancient Gear"" Fusion Monster from your Extra Deck  using monsters from your hand or field as Fusion Materials.",3.0,1000.0,1000.0,Machine,EARTH,Ancient Gear
