id,name,type,frameType,description,level,atk,def,race,attribute,archetype
87390798,Abyss Script - Fantasy Magic,Spell Card,spell,"Target 1 ""Abyss Actor"" monster you control; this turn  every monster that battles it  but is not destroyed  returns to the hand at the end of the Damage Step. If this Set card in its owner's control is destroyed by an opponent's card effect  and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can target 1 card your opponent controls; place it on top of the Deck.",,,,Normal,,Abyss Actor
50179591,Abyss Script - Fire Dragon's Lair,Spell Card,spell,"Target 1 ""Abyss Actor"" monster you control; if it destroys your opponent's monster by battle this turn  your opponent banishes 3 monsters from their Extra Deck (their choice). If this Set card in its owner's control is destroyed by an opponent's card effect  and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can look at your opponent's Extra Deck  also banish 1 monster from their Extra Deck. You can only use this effect of ""Abyss Script - Fire Dragon's Lair"" once per turn.",,,,Normal,,Abyss Actor
23784496,Abyss Script - Opening Ceremony,Spell Card,spell,"Gain 500 LP for each ""Abyss Actor"" monster you control. If this Set card in its owner's control is destroyed by an opponent's card effect  and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can draw until you have 5 cards in your hand. You can only use each effect of ""Abyss Script - Opening Ceremony"" once per turn.",,,,Normal,,Abyss Actor
13662809,Abyss Script - Rise of the Abyss King,Spell Card,spell,"Target face-up cards on the field  up to the number of Attack Position ""Abyss Actor"" monsters with different names you control; destroy them. If you control a Level 7 or higher ""Abyss Actor"" monster  your opponent cannot activate cards or effects in response to this card's activation. If this Set card in its owner's control is destroyed by an opponent's card effect  and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can add up to 2 ""Abyss Actor"" cards and/or ""Abyss Script"" Spells with different names from your Deck to your hand.",,,,Normal,,Abyss Actor
41803903,Abyss Script - Romantic Terror,Spell Card,spell,"Return 1 ""Abyss Actor"" Pendulum Monster you control to the hand  and if you do  Special Summon from your Extra Deck in Defense Position  1 face-up ""Abyss Actor"" Pendulum Monster with a different original name from that monster. If this Set card in its owner's control is destroyed by an opponent's card effect  and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can Set any number of ""Abyss Script"" Spells directly from your Deck. You can only activate 1 ""Abyss Script - Romantic Terror"" per turn.",,,,Quick-Play,,Abyss Actor
97232518,Abyss Stungray,Trap Card,trap,Special Summon this card as an Effect Monster (Thunder-Type/LIGHT/Level 5/ATK 1900/DEF 0). (This card is also still a Trap Card.) If Summoned this way  this card cannot be destroyed by battle.,,,,Continuous,,
19596712,Abyss-scale of Cetus,Spell Card,spell,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Trap effect that was activated on your opponent's side of the field resolves  negate that effect  then send this card to the Graveyard.",,,,Equip,,Mermail
8719957,Abyss-scale of the Kraken,Spell Card,spell,"Equip only to a ""Mermail"" monster. It gains 400 ATK. When a monster effect that was activated on your opponent's side of the field resolves  negate that effect  then send this card to the Graveyard.",,,,Equip,,Mermail
72932673,Abyss-scale of the Mizuchi,Spell Card,spell,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Spell effect that was activated on your opponent's side of the field resolves  negate that effect  then send this card to the Graveyard.",,,,Equip,,Mermail
79206750,Abyss-scorn,Trap Card,trap,"Target 1 ""Mermail"" monster you control; it gains 1000 ATK until the End Phase. When this Set card is sent to the Graveyard: Target 1 monster your opponent controls; send that target to the Graveyard.",,,,Normal,,Mermail
60202749,Abyss-sphere,Trap Card,trap,"Special Summon 1 ""Mermail"" monster from your Deck. Its effects are negated. You cannot activate any Spell Cards. When this card leaves the field  destroy that monster. Destroy this card during your opponent's next End Phase after activation.",,,,Continuous,,Mermail
34707034,Abyss-squall,Trap Card,trap,"Target 3 ""Mermail"" monsters in your Graveyard; Special Summon those targets in face-up Defense Position. Their effects are negated and they cannot declare an attack. Destroy them during the End Phase.",,,,Normal,,Mermail
97697447,Abyss-strom,Trap Card,trap,"Send 1 face-up ""Umi"" you control to the Graveyard; send all Spell and Trap Cards on the field to the Graveyard.",,,,Normal,,Umi
89801755,Abyssal Designator,Spell Card,spell,Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,,,,Normal,,
34838437,Accellight,Spell Card,spell,"If you control no monsters: Special Summon 1 Level 4 or lower ""Photon"" or ""Galaxy"" monster from your Deck. You can only activate 1 ""Accellight"" per turn. You cannot Normal Summon/Set during the turn you activate this card.",,,,Normal,,Photon
98444741,Accumulated Fortune,Trap Card,trap,Activate only as Chain Link 4 or higher. Draw 2 cards. You cannot activate this card if multiple cards/effects with the same name are in that Chain.,,,,Normal,,
21323861,Acid Rain,Spell Card,spell,Destroy all face-up Machine-Type monsters on the field.,,,,Normal,,
41356845,Acid Trap Hole,Trap Card,trap,Target 1 face-down Defense Position monster on the field; flip it face-up  then destroy it if its DEF is 2000 or less  or return it face-down if its DEF is more than 2000.,,,,Normal,,Hole
35956022,Acidic Downpour,Spell Card,spell,All EARTH monsters lose 500 ATK and gain 400 DEF.,,,,Field,,
35498188,Action Magic - Double Banking,Spell Card,spell,Discard 1 card; this turn  if a monster you currently control destroys an opponent's monster by battle  it can make a second attack in a row. During your Main Phase  if this card is in your GY  except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.,,,,Quick-Play,,
99004583,Action Magic - Full Turn,Spell Card,spell,This turn  double any battle damage that a player takes from battles involving 2 monsters. During your Main Phase  if this card is in your GY  except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.,,,,Quick-Play,,
99927991,Adamancipator Friends,Spell Card,spell,Excavate the top cards of your Deck equal to the number of Rock monsters you control +5  and if you do  you can add to your hand 1 excavated Rock monster with a Level equal to or lower than the number of the excavated cards  also place the remaining cards on the bottom of your Deck in any order. For the rest of this turn after this card resolves  you cannot Special Summon monsters  except Rock monsters.,,,,Normal,,Adamancipator
46552140,Adamancipator Laputite,Spell Card,spell,"All Rock monsters you control gain 500 ATK/DEF. Once per turn  during your Main Phase: You can take up to 5 ""Adamancipator"" cards from your Deck and place them on top of your Deck in any order.",,,,Field,,Adamancipator
9341993,Adamancipator Relief,Trap Card,trap,"Tribute any number of ""Adamancipator"" monsters  then target cards on the field equal to that number +1; destroy them.",,,,Normal,,Adamancipator
45730592,Adamancipator Resonance,Trap Card,trap,"When a monster effect is activated  while you control an ""Adamancipator"" Synchro Monster: Negate the activation  and if you do  destroy it.",,,,Counter,,Adamancipator
72957245,Adamancipator Signs,Spell Card,spell,"Target 1 Rock monster in your GY; Special Summon it in Defense Position  then  if you Special Summoned an ""Adamancipator"" monster by this effect  you can take 1 Level 4 or lower Rock monster from your Deck and place it on top of your Deck.",,,,Normal,,Adamancipator
23812568,Additional Mirror Level 7,Spell Card,spell,"If a Level 7 monster(s) is Special Summoned to your field: Send 2 ""Additional Mirror Level 7"" from your hand and/or Deck to the GY  then target 1 of those monsters; Special Summon 2 monsters with the same name as that target from your Deck  then take damage equal to their combined original ATK  also  for the rest of this turn after this card resolves  you can only Special Summon from the Extra Deck once.",,,,Quick-Play,,
62325062,Adhesion Trap Hole,Trap Card,trap,When your opponent Summons a monster(s): Halve that monster(s)'s original ATK.,,,,Normal,,Hole
51630558,Advance Draw,Spell Card,spell,Tribute 1 face-up Level 8 or higher monster you control; draw 2 cards.,,,,Normal,,
38589847,Advance Force,Spell Card,spell,You can Tribute 1 Level 5 or higher monster to Tribute Summon a Level 7 or higher monster.,,,,Continuous,,
76224717,Advance Zone,Spell Card,spell,Once per turn  during the End Phase of any turn in which you Tribute Summoned a monster(s): You can apply these effects  in sequence  based on the number of monsters you Tributed for Tribute Summons this turn. ● 1 or more: Destroy 1 Set card your opponent controls. ● 2 or more: Draw 1 card. ● 3 or more: Add 1 monster from your Graveyard to your hand.,,,,Continuous,,
12644061,Advanced Dark,Spell Card,spell,"All ""Crystal Beast"" monsters on the field and in the GY become DARK. If an ""Ultimate Crystal"" monster attacks  negate the effects of the attack target during that Battle Phase. During damage calculation  if a ""Crystal Beast"" monster you control battles and you would take damage: You can send 1 ""Crystal Beast"" monster from your Deck to the GY; you take no battle damage from that battle.",,,,Field,,Crystal Beast
61314842,Advanced Heraldry Art,Spell Card,spell,"Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves  Xyz Summon 1 Xyz Monster using those 2 monsters only.",,,,Normal,,Heraldic
46052429,Advanced Ritual Art,Spell Card,spell,This card is used to Ritual Summon any 1 Ritual Monster. You must also send Normal Monsters from your Deck to the GY whose total Levels equal the Level of that Ritual Monster.,,,,Ritual,,
47060347,Aegis of Gaia,Trap Card,trap,Gain 3000 Life Points. If this face-up card is removed from the field  take 3000 damage.,,,,Continuous,,
7935043,Aegis of the Ocean Dragon Lord,Trap Card,trap,Until the End Phase  face-up Level 3 or lower WATER monsters you control cannot be destroyed by battle or by card effects.,,,,Normal,,
70875955,Aerial Recharge,Trap Card,trap,"Once per turn: You can Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). During each player's End Phase  Tribute 1 Token or ""Mecha Phantom Beast"" monster  or send this card to the Graveyard.",,,,Continuous,,Mecha Phantom Beast
82263578,After the Storm,Spell Card,spell,If there are no other cards on the field: Target 1 WATER or WIND monster in your Graveyard; add that target to your hand.,,,,Normal,,
25345186,After the Struggle,Spell Card,spell,This card can only be activated during Main Phase 1. All monsters on both sides of the field that have been involved in damage calculation are destroyed during the End Step of the turn.,,,,Normal,,
43575579,Afterglow,Spell Card,spell,"Banish this card  and as many ""Afterglow"" from your hand  Deck  GY  and face-up field as possible  then shuffle 1 of your banished ""Afterglow"" into the Deck. During your next Draw Phase  reveal the card you draw for your normal draw  and inflict 4000 damage to your opponent if it is ""Afterglow"". You can only activate 1 ""Afterglow"" per Duel.",,,,Normal,,
64952266,Against the Wind,Spell Card,spell,"Select 1 ""Blackwing"" monster in your Graveyard. Take damage equal to the ATK of the selected monster  and add it to your hand.",,,,Normal,,Blackwing
98864751,Air Cracking Storm,Spell Card,spell,Equip only to a Machine monster. When that attacking monster destroys your opponent's monster by battle: You can activate this effect; it can make a second attack during this Battle Phase. Your other monsters cannot attack the turn you activate this effect.,,,,Equip,,
65384019,Alchemy Cycle,Trap Card,trap,The original ATK of all face-up monsters you control becomes 0  until the End Phase. Each time a monster that had its original ATK reduced to 0 by this effect is destroyed by battle and sent to the Graveyard  draw 1 card.,,,,Normal,,
26372118,ALERT!,Spell Card,spell,"(This card is always treated as a ""Rescue-ACE"" card.)  Add 1 ""Rescue-ACE"" monster from your GY to your hand  or if you control ""Rescue-ACE Hydrant""  you can add 1 ""Rescue-ACE"" monster from your Deck to your hand instead. You can only activate 1 ""ALERT!"" per turn.",,,,Quick-Play,,Rescue-ACE
17490535,Alien Brain,Trap Card,trap,When a Reptile-Type monster you control is destroyed by battle with an opponent's attacking monster and sent to the Graveyard: Take control of the opponent's monster  and if you do  it becomes Reptile-Type.,,,,Normal,,Alien
30834988,All-Out Attacks,Trap Card,trap,If a monster(s) is Special Summoned while this card is face-up on the field: Change that monster to face-up Attack Position  and must attack  if able  during the turn they are Special Summoned.,,,,Continuous,,
1475311,Allure of Darkness,Spell Card,spell,Draw 2 cards  then banish 1 DARK monster from your hand  or  if you do not have any in your hand  send your entire hand to the GY.,,,,Normal,,
92881099,Alluring Mirror Split,Spell Card,spell,"When a ""Harpie Lady"" or ""Harpie Lady Sisters"" you control is destroyed by battle: You can Special Summon 1 ""Harpie"" monster from your Deck with a different original name than the destroyed monster. If this card you control is destroyed by a ""Harpie"" card's effect or your opponent's card effect: Target 1 ""Harpie"" monster in your GY; Special Summon it. You can only use each effect of ""Alluring Mirror Split"" once per turn.",,,,Continuous,,Harpie
73355951,Alpha Summon,Trap Card,trap,"Target 1 of your banished monsters and 1 of your opponent's banished monsters; Special Summon your monster to your opponent's field  and if you do  Special Summon that opponent's monster to your field. You can only activate 1 ""Alpha Summon"" per turn.",,,,Normal,,
21070956,Altar for Tribute,Trap Card,trap,Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.,,,,Normal,,
80143954,Altergeist Camouflage,Trap Card,trap,"Target 1 ""Altergeist"" monster you control; equip this card to it. Your opponent cannot target it for attacks  but it does not prevent your opponent from attacking you directly. Negate an opponent's monster effect that activates by targeting the equipped monster. If an ""Altergeist"" card(s) you control would be destroyed by battle or card effect  you can banish this card from your GY instead.",,,,Normal,,Altergeist
86885905,Altergeist Emulatelf,Trap Card,trap,"Special Summon this card as an Effect Monster (Spellcaster/LIGHT/Level 4/ATK 1400/DEF 1800). (This card is also still a Trap.) If Summoned this way  while it is in the Monster Zone  other ""Altergeist"" Traps you control cannot be destroyed by card effects  also neither player can target them with card effects.",,,,Continuous,,Altergeist
98753320,Altergeist Failover,Trap Card,trap,"If another card(s) you control is destroyed by an opponent's card effect (except during the Damage Step): You can Special Summon 1 ""Altergeist"" monster from your hand. You can banish this card from your GY  then target 1 ""Altergeist"" monster in your GY; add it to your hand. You can only use each effect of ""Altergeist Failover"" once per turn.",,,,Continuous,,Altergeist
2547033,Altergeist Haunted Rock,Trap Card,trap,"If this card was Set by the effect of an ""Altergeist"" card  you can activate it the turn it was Set. When this card is activated: Send 1 ""Altergeist"" monster from your hand to the GY. When your opponent activates a Trap Card (except during the Damage Step): You can send 1 ""Altergeist"" monster from your hand to the GY; negate that effect  and if you do  destroy that card. You can only use each effect of ""Altergeist Haunted Rock"" once per turn.",,,,Continuous,,Altergeist
35146019,Altergeist Manifestation,Trap Card,trap,"Target 1 ""Altergeist"" monster in your GY; Special Summon it in Attack Position  and if you do  equip it with this card. When this card leaves the field  destroy that monster. You can banish this card from your GY  then target 1 ""Altergeist"" Trap in your GY; add it to your hand. You can only use this effect of ""Altergeist Manifestation"" once per turn.",,,,Normal,,Altergeist
27541563,Altergeist Protocol,Trap Card,trap,"The activation and effects of ""Altergeist"" cards activated on your field cannot be negated. When your opponent activates a monster effect: You can send 1 other face-up ""Altergeist"" card you control to the GY; negate the activation  and if you do  destroy it. You can only use this effect of ""Altergeist Protocol"" once per turn.",,,,Continuous,,Altergeist
22024279,Altergeist Revitalization,Trap Card,trap,"Target 1 ""Altergeist"" Link Monster in your GY; Special Summon it. You can banish this card from your GY; immediately after this effect resolves  Normal Summon 1 ""Altergeist"" monster. You can only use 1 ""Altergeist Revitalization"" effect per turn  and only once that turn.",,,,Normal,,Altergeist
